product_id,category,sub_category,product_name,product_description
TEC-PH-10000441,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10000455,"CLASSROOM TOOLS",timers,"CLASSROOM TIMER PRO","Easy-to-use timer designed for classroom activities."
TEC-PH-10000486,"CLASSROOM TOOLS","virtual labs","VIRTUAL CHEMISTRY LAB","Immersive virtual lab environment for practical experiments."
TEC-PH-10000526,SOFTWARE,"assessment tools","GRADEMASTER TOOL","Efficient tool for tracking and analyzing student performance."
TEC-PH-10000560,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10000562,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10000576,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10000586,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10000673,SOFTWARE,"coding platforms","CODEACADEMY JR.","Interactive platform to teach coding basics to kids."
TEC-PH-10000675,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10000702,"CLASSROOM TOOLS","virtual labs","VIRTUAL CHEMISTRY LAB","Immersive virtual lab environment for practical experiments."
TEC-PH-10000730,SOFTWARE,"assessment tools","GRADEMASTER TOOL","Efficient tool for tracking and analyzing student performance."
TEC-PH-10000895,SOFTWARE,"coding platforms","CODEACADEMY JR.","Interactive platform to teach coding basics to kids."
TEC-PH-10000912,SOFTWARE,"assessment tools","GRADEMASTER TOOL","Efficient tool for tracking and analyzing student performance."
TEC-PH-10000923,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10000984,SOFTWARE,"coding platforms","CODEACADEMY JR.","Interactive platform to teach coding basics to kids."
TEC-PH-10001051,SOFTWARE,"assessment tools","GRADEMASTER TOOL","Efficient tool for tracking and analyzing student performance."
TEC-PH-10001061,"CLASSROOM TOOLS","virtual labs","VIRTUAL CHEMISTRY LAB","Immersive virtual lab environment for practical experiments."
TEC-PH-10001079,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10001128,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10001198,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10001254,HARDWARE,projectors,"VISION PROJECTOR Z","Advanced projector for vibrant classroom visuals."
TEC-PH-10001299,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10001300,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10001305,SOFTWARE,"assessment tools","GRADEMASTER TOOL","Efficient tool for tracking and analyzing student performance."
TEC-PH-10001336,SOFTWARE,lms,"LEARNFLOW LMS","A streamlined LMS for managing courses and assignments."
TEC-PH-10001363,SOFTWARE,"assessment tools","GRADEMASTER TOOL","Efficient tool for tracking and analyzing student performance."
TEC-PH-10001425,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10001433,SOFTWARE,lms,"LEARNFLOW LMS","A streamlined LMS for managing courses and assignments."
TEC-PH-10001448,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10001459,"CLASSROOM TOOLS",timers,"CLASSROOM TIMER PRO","Easy-to-use timer designed for classroom activities."
TEC-PH-10001468,HARDWARE,projectors,"VISION PROJECTOR Z","Advanced projector for vibrant classroom visuals."
TEC-PH-10001494,"CLASSROOM TOOLS",timers,"CLASSROOM TIMER PRO","Easy-to-use timer designed for classroom activities."
TEC-PH-10001527,SOFTWARE,lms,"LEARNFLOW LMS","A streamlined LMS for managing courses and assignments."
TEC-PH-10001536,"CLASSROOM TOOLS",timers,"CLASSROOM TIMER PRO","Easy-to-use timer designed for classroom activities."
TEC-PH-10001552,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10001557,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10001578,HARDWARE,projectors,"VISION PROJECTOR Z","Advanced projector for vibrant classroom visuals."
TEC-PH-10001580,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10001615,SOFTWARE,"assessment tools","GRADEMASTER TOOL","Efficient tool for tracking and analyzing student performance."
TEC-PH-10001619,HARDWARE,tablets,"EDUTAB LITE","Lightweight tablet optimized for digital learning."
TEC-PH-10001644,"CLASSROOM TOOLS","virtual labs","VIRTUAL CHEMISTRY LAB","Immersive virtual lab environment for practical experiments."
TEC-PH-10001700,"CLASSROOM TOOLS",timers,"CLASSROOM TIMER PRO","Easy-to-use timer designed for classroom activities."
TEC-PH-10001750,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10001760,SOFTWARE,"assessment tools","GRADEMASTER TOOL","Efficient tool for tracking and analyzing student performance."
TEC-PH-10001809,HARDWARE,"smart boards","INTERACTIVE SMART BOARD 3000","Multi-touch smart board for interactive teaching."
TEC-PH-10001817,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10001819,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10001835,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10001870,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10001918,SOFTWARE,"assessment tools","GRADEMASTER TOOL","Efficient tool for tracking and analyzing student performance."
TEC-PH-10001924,SOFTWARE,lms,"LEARNFLOW LMS","A streamlined LMS for managing courses and assignments."
TEC-PH-10001944,HARDWARE,"smart boards","INTERACTIVE SMART BOARD 3000","Multi-touch smart board for interactive teaching."
TEC-PH-10001949,SOFTWARE,"coding platforms","CODEACADEMY JR.","Interactive platform to teach coding basics to kids."
TEC-PH-10002033,"CLASSROOM TOOLS","virtual labs","VIRTUAL CHEMISTRY LAB","Immersive virtual lab environment for practical experiments."
TEC-PH-10002070,HARDWARE,tablets,"EDUTAB LITE","Lightweight tablet optimized for digital learning."
TEC-PH-10002075,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10002085,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10002103,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10002114,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10002115,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10002170,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10002185,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10002262,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10002275,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10002293,SOFTWARE,"coding platforms","CODEACADEMY JR.","Interactive platform to teach coding basics to kids."
TEC-PH-10002350,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10002352,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10002365,SOFTWARE,"assessment tools","GRADEMASTER TOOL","Efficient tool for tracking and analyzing student performance."
TEC-PH-10002398,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10002415,HARDWARE,"smart boards","INTERACTIVE SMART BOARD 3000","Multi-touch smart board for interactive teaching."
TEC-PH-10002447,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10002468,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10002483,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10002496,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10002538,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10002549,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10002555,HARDWARE,projectors,"VISION PROJECTOR Z","Advanced projector for vibrant classroom visuals."
TEC-PH-10002563,HARDWARE,projectors,"VISION PROJECTOR Z","Advanced projector for vibrant classroom visuals."
TEC-PH-10002564,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10002583,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10002584,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10002597,"CLASSROOM TOOLS","virtual labs","VIRTUAL CHEMISTRY LAB","Immersive virtual lab environment for practical experiments."
TEC-PH-10002624,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10002645,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10002660,SOFTWARE,"coding platforms","CODEACADEMY JR.","Interactive platform to teach coding basics to kids."
TEC-PH-10002680,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10002726,SOFTWARE,"coding platforms","CODEACADEMY JR.","Interactive platform to teach coding basics to kids."
TEC-PH-10002789,"CLASSROOM TOOLS","virtual labs","VIRTUAL CHEMISTRY LAB","Immersive virtual lab environment for practical experiments."
TEC-PH-10002807,HARDWARE,"smart boards","INTERACTIVE SMART BOARD 3000","Multi-touch smart board for interactive teaching."
TEC-PH-10002817,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10002824,"CLASSROOM TOOLS",timers,"CLASSROOM TIMER PRO","Easy-to-use timer designed for classroom activities."
TEC-PH-10002834,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10002844,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10002885,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10002890,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10002922,SOFTWARE,lms,"LEARNFLOW LMS","A streamlined LMS for managing courses and assignments."
TEC-PH-10002923,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10003012,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10003072,HARDWARE,"smart boards","INTERACTIVE SMART BOARD 3000","Multi-touch smart board for interactive teaching."
TEC-PH-10003092,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10003095,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10003171,"CLASSROOM TOOLS","virtual labs","VIRTUAL CHEMISTRY LAB","Immersive virtual lab environment for practical experiments."
TEC-PH-10003174,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10003187,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10003215,"CLASSROOM TOOLS","virtual labs","VIRTUAL CHEMISTRY LAB","Immersive virtual lab environment for practical experiments."
TEC-PH-10003273,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10003356,SOFTWARE,"coding platforms","CODEACADEMY JR.","Interactive platform to teach coding basics to kids."
TEC-PH-10003357,HARDWARE,projectors,"VISION PROJECTOR Z","Advanced projector for vibrant classroom visuals."
TEC-PH-10003437,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10003442,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10003484,SOFTWARE,lms,"LEARNFLOW LMS","A streamlined LMS for managing courses and assignments."
TEC-PH-10003505,SOFTWARE,"assessment tools","GRADEMASTER TOOL","Efficient tool for tracking and analyzing student performance."
TEC-PH-10003535,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10003555,HARDWARE,projectors,"VISION PROJECTOR Z","Advanced projector for vibrant classroom visuals."
TEC-PH-10003580,HARDWARE,tablets,"EDUTAB LITE","Lightweight tablet optimized for digital learning."
TEC-PH-10003589,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10003601,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10003645,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10003655,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10003691,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10003800,SOFTWARE,"coding platforms","CODEACADEMY JR.","Interactive platform to teach coding basics to kids."
TEC-PH-10003811,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10003875,SOFTWARE,"assessment tools","GRADEMASTER TOOL","Efficient tool for tracking and analyzing student performance."
TEC-PH-10003885,SOFTWARE,lms,"LEARNFLOW LMS","A streamlined LMS for managing courses and assignments."
TEC-PH-10003931,SOFTWARE,lms,"LEARNFLOW LMS","A streamlined LMS for managing courses and assignments."
TEC-PH-10003963,HARDWARE,tablets,"EDUTAB LITE","Lightweight tablet optimized for digital learning."
TEC-PH-10003988,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10004006,"LEARNING MATERIALS","interactive modules","PHYSICS SIM LAB","Engaging virtual module for exploring complex topics."
TEC-PH-10004042,"LEARNING MATERIALS","online courses","PYTHON FOR BEGINNERS COURSE","Self-paced online course with hands-on coding challenges."
TEC-PH-10004071,HARDWARE,laptops,"EDUPRO LAPTOP X","High-performance laptop tailored for student needs."
TEC-PH-10004080,"LEARNING MATERIALS",e-books,"DIGITAL ALGEBRA TEXTBOOK","Comprehensive digital textbook with interactive exercises."
TEC-PH-10004093,HARDWARE,projectors,"VISION PROJECTOR Z","Advanced projector for vibrant classroom visuals."
TEC-PH-10004094,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
TEC-PH-10004100,"CLASSROOM TOOLS","attendance trackers","ATTENDANCE GENIE","Real-time tracker for virtual and in-person attendance."
